tipologia_corso	denominazione	classe_laurea	codice	accesso	curriculum	link	keywords
triennale	TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA  	L/SNT3	['2165', '2302']	51 posti	TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA, TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA - SEDE TRAPANI	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22305&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22313&paginaProvenienza=ricercaSemplice&cid=1137']	['TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA - SEDE TRAPANI', 'TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA', 'SISTEMI DI ELABORAZIONE ED ARCHIVIAZIONE DELLE IMMAGINI', 'DIAGNOSTICA PER IMMAGINI.APPARECCHIATURE DI DIAGN. PER IMMAGINI I', 'DIAGNOSTICA PER IMMAGINI. TECNICHE DI DIAGNOSTICA PER IMMAGINI I', 'TIROCINIO', 'MEDICINA DEL LAVORO', 'IGIENE', 'DIAGNOSTICA PER IMMAGINI. TECNICHE DI DIAGNOSTICA PER IMMAGINI II', 'DIAGNOSTICA PER  IMMAGINI. RADIOLOGIA CON MEZZI DI CONTRASTO', 'DIAGNOSTICA PER IMMAGINI. RADIOTERAPIA', 'DIAGNOST.PER IMMAGINI.TECN.DIAGNOSTICHE E TERAPEUTICHE IN MED.NUCLEARE', 'ONCOLOGIA  MEDICA', 'MALATTIE APPARATO LOCOMOTORE', 'MEDICINA LEGALE', 'MALATTIE ODONTOSTOMATOLOGICHE', 'DIAGNOSTICA PER IMMAGINI. TECNICHE DI DIAGNOSTICA PER IMMAGINI V', 'DIAGNOSTICA PER IMMAGINI. TECNICHE DI DIAGNOSTICA PER IMMAGINI III', 'DIAGNOSTICA PER IMMAGINI. TECNICHE DI DIAGNOSTICA PER IMMAGINI IV', 'PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI', 'ORGANIZZAZIONE AZIENDALE', 'STORIA DELLA MEDICINA', 'Biomedicina, Neuroscienze e Diagnostica avanzata']
triennale	TECNICHE PER LE COSTRUZIONI E IL TERRITORIO	L-P01	['2277']	30 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22946&paginaProvenienza=ricercaSemplice&cid=1137']	['TECNICHE PER LE COSTRUZIONI E IL TERRITORIO', 'TECNICHE DI RILIEVO DELLE COSTRUZIONI E DEL TERRITORIO', 'RAPPRESENTAZIONE DIGITALE', 'PRINCIPI DI STATICA DELLE STRUTTURE', 'ELEMENTI DI ESTIMO E DI VALUTAZIONE IMMOBILIARE', 'ELEMENTI DI DIRITTO PRIVATO, AMMINISTRATIVO E URBANISTICO', 'ELEMENTI DI ARCHITETTURA', 'ELEMENTI DI COSTRUZIONI STRADALI', 'PROCESSO EDILIZIO E TECNICHE DI RECUPERO', 'ELEMENTI DI TECNICA DELLE COSTRUZIONI E DEL RECUPERO STRUTTURALE', 'VALUTAZIONI ENERGETICHE ED AMBIENTALI', 'Ingegneria']
triennale	TECNOLOGIE DIGITALI PER L'ARCHITETTURA	L-P01	['2276']	40 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22926&paginaProvenienza=ricercaSemplice&cid=1137']	["TECNOLOGIE DIGITALI PER L'ARCHITETTURA", "LABORATORIO DI DISEGNO E RILIEVO DIGITALE DELL'ARCHITETTURA", 'VISUAL HISTORY', "ELEMENTI DI STRUTTURE PER L'INTERPRETAZIONE DEL COSTRUITO", 'NORME E REGOLE PER LE OPERE PUBBLICHE E PRIVATE', 'LABORATORIO DI PRINCIPI DI COMPOSIZIONE ARCHITETTONICA', 'DIGITAL TWIN: CONOSCENZA PER LA CONSERVAZIONE', 'ELEMENTI DI ESTIMO E PRATICA PROFESSIONALE', 'LABORATORIO DI CARTOGRAFIA E GIS', 'MANUTENZIONE EDILIZIA', 'ESERCIZIO PROFESSIONALE E CONTABILITÀ', 'ANALISI URBANA E TERRITORIALE', 'Architettura']
triennale	TURISMO, TERRITORI E IMPRESE	L-15	['2269', '2275']	Accesso libero	GESTIONE DEI TERRITORI, MANAGEMENT DELLE IMPRESE, TURISMO, TERRITORI E IMPRESE (CANALE TP)	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22073&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22074&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22075&paginaProvenienza=ricercaSemplice&cid=1137']	['TURISMO, TERRITORI E IMPRESE (CANALE TP)', 'TURISMO, TERRITORI E IMPRESE', 'ELEMENTI DI MICRO E MACROECONOMIA', 'ECONOMIA DEL TURISMO E DEI BENI CULTURALI', 'SOCIOLOGIA DEL TURISMO', 'ISTITUZIONI E ORGANIZZAZIONI TURISTICHE', 'DIRITTO DEI TRASPORTI E DEL TURISMO', 'PROGRAMMAZIONE E CONTROLLO', 'PAESAGGI E INTERCULTURALITÀ', 'STATISTICA DEL TURISMO', 'STORIA DELLE ARTI DECORATIVE', 'ITINERARI ARCHEOLOGICI', 'STATISTICA ECONOMICA', 'TURISMO RESPONSABILE', "STORIA DELL'ARTE MODERNA", 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', "ECONOMIA DELL'INDUSTRIA TURISTICA", 'POLITICA ECONOMICA E DEL TURISMO', 'DIRITTO PRIVATO COMPARATO ED EUROPEO', "DIRITTO DEI BENI CULTURALI E DELL'AMBIENTE", 'DIRITTO AMMINISTRATIVO', 'Scienze Economiche, Aziendali e Statistiche']
triennale	URBAN DESIGN PER LA CITTA' IN TRANSIZIONE	L-21	['2285']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22487&paginaProvenienza=ricercaSemplice&cid=1137']	['URBAN DESIGN PER LA CITTÀ IN TRANSIZIONE', "URBAN DESIGN PER LA CITTA' IN TRANSIZIONE", 'CITTÀ IN TRANSIZIONE', 'BASI PER IL GIS', "ANALISI DELL'URBANO (LABORATORIO)", "STORIA DELL'ARCHITETTURA E DELLA CITTÀ", 'METODI PER GLI STUDI DI POPOLAZIONE', 'VALUTAZIONE DELLA SOSTENIBILITÀ AMBIENTALE ED ECONOMICA', 'GOVERNO DEL TERRITORIO', "DIRITTO URBANISTICO E TUTELA DELL'AMBIENTE E DEL PAESAGGIO", 'RIGENERAZIONE DELLA CITTÀ CONTEMPORANEA (LABORATORIO)', 'ECONOMIA CIRCOLARE PER LE CITTÀ E I TERRITORI', 'STORIA DELLA CITTÀ E DEL TERRITORIO (LABORATORIO)', 'PAESAGGIO URBANO: MORFOLOGIA E PROGETTAZIONE (LABORATORIO)', 'PROCESSI DI INNOVAZIONE SOCIALE', 'DESIGN URBANO INCLUSIVO (LABORATORIO)', 'METABOLISMO URBANO E RESILIENZA', 'SMART MOBILITY PER CITTÀ SOSTENIBILI', 'Architettura']
triennale	VITICOLTURA ED ENOLOGIA	L-25	['2138']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21986&paginaProvenienza=ricercaSemplice&cid=1137']	['VITICOLTURA ED ENOLOGIA', 'GENETICA AGRARIA', 'ECONOMIA E GESTIONE DELLE IMPRESE VITIVINICOLE', 'AGRONOMIA', 'ELEMENTI DI PEDOLOGIA', 'ARBORICOLTURA GENERALE', 'BIOCHIMICA AGRARIA E CHIMICA DEL SUOLO', 'PROCESSI BIOLOGICI IN ENOLOGIA', 'VITICOLTURA', 'PATOLOGIA VITICOLA', 'MICROBIOLOGIA ENOLOGICA', 'MARKETING DEL VINO E POLITICA VITIVINICOLA', 'PROCESSI ENOLOGICI E VINIFICAZIONI SPECIALI', 'CONTROLLO MICROBIOLOGICO', 'ANALISI STRUMENTALI', 'ENTOMOLOGIA E ACAROLOGIA VITICOLA', 'IMPIANTI IRRIGUI', 'TECNICA VITICOLA', 'MECCANIZZAZIONE VITICOLA ED IMPIANTI ENOLOGICI', 'Scienze Agrarie, Alimentari e Forestali']
magistrale	AGRICOLTURA DI PRECISIONE	LM-69	['2293']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22147&paginaProvenienza=ricercaSemplice&cid=1137']	['AGRICOLTURA DI PRECISIONE', 'TELERILEVAMENTO E SISTEMI INFORMATIVI GEOGRAFICI', 'BIG DATA, CLOUD E IOT IN AGRICOLTURA', 'FONDAMENTI DI AGRICOLTURA DI PRECISIONE', 'AGRONOMIA E COLTIVAZIONI ERBACEE', 'ORTICOLTURA', 'TECNOLOGIE APPLICATE ALLA GESTIONE DEGLI ARTROPODI FITOFAGI', 'DIFESA SOSTENIBILE DAI PARASSITI VEGETALI', 'GESTIONE DI PRECISIONE DELLE SPECIE ARBOREE DA FRUTTO', 'ALIMENTAZIONE ANIMALE', 'TECNOLOGIE APPLICATE NEGLI ALLEVAMENTI', "PROGRAMMAZIONE E GESTIONE ECONOMICA DELL'IMPRESA SMART", 'IMPIANTI DI IRRIGAZIONE CON SENSORI E TECNOLOGIE INTELLIGENTI', "IMPIEGO DI DRONI E MACCHINE PER L'AGRICOLTURA DI PRECISIONE", 'Scienze Agrarie, Alimentari e Forestali']
magistrale	ANALISI E GESTIONE AMBIENTALE	LM-75	['2110']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22808&paginaProvenienza=ricercaSemplice&cid=1137']	['ANALISI E GESTIONE AMBIENTALE', 'ECOLOGIA APPLICATA', 'ZOOLOGIA PER IL MONITORAGGIO E IL CONTROLLO BIOLOGICO', 'SISTEMI DI DIFESA E BENESSERE ANIMALE', 'MODELLI MATEMATICI E ANALISI DEI DATI PER LA GESTIONE AMBIENTALE', "CHIMICA DELL'AMBIENTE", 'METODOLOGIE ANALITICHE', 'TELERILEVAMENTO E SISTEMI INFORMATIVI TERRITORIALI', 'FENOMENI DI INQUINAMENTO E TECNOLOGIE DI RISANAMENTO AMBIENTALE', 'GEOLOGIA AMBIENTALE E ANALISI GIS', 'METODI E TECNICHE IN ECOLOGIA', 'GEOCHIMICA DEI PROCESSI DI SUPERFICIE', 'DECONTAMINAZIONE AMBIENTALE', 'GESTIONE AMBIENTALE E TUTELA GIURIDICA DELLA BIODIVERSITÀ', 'Scienze della Terra e del Mare']
magistrale	ARCHEOLOGIA	LM-2	['2218']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21611&paginaProvenienza=ricercaSemplice&cid=1137']	['ARCHEOLOGIA', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali IV', 'Gruppo di attiv. form. opzionali V', 'Gruppo di attiv. form. opzionali VI', 'ARCHEOLOGIA EGEA', "CIVILTA' BIZANTINA", 'ARCHEOLOGIA POST-CLASSICA', "ARCHEOLOGIA E STORIA DELL'ARCHITETTURA ANTICA", 'PREISTORIA', 'NUMISMATICA GRECA E ROMANA', 'ARCHEOLOGIA DELLA MAGNA GRECIA E DELLA SICILIA', 'TOPOGRAFIA E URBANISTICA DEL MONDO ANTICO', 'ARCHEOLOGIA DEL MONDO ROMANO', 'ARCHEOLOGIA GRECA', 'METODOLOGIE PER LA RICERCA BIOANTROPOLOGICA', 'ARCHEOLOGIA URBANA', 'CHIMICA APPLICATA AI BENI CULTURALI', 'FONDAMENTI DI TEORIA E STORIA DEL RESTAURO', "ARCHEOLOGIA E STORIA DELL'ARTE PALEOCRISTIANA", 'RILIEVO 3D PER L’ARCHEOLOGIA', "FORTUNA DELL'ARTE CLASSICA", 'EPIGRAFIA GRECA', 'EPIGRAFIA LATINA', 'STORIA DELLA SICILIA GRECA', 'ARCHEOLOGIA VIRTUALE', 'ECOLOGIA STORICA DEL PAESAGGIO', 'PATR. CULT. MONDIALE IN PERICOLO:IL MEDITERRANEO E IL VICINO ORIENTE', 'PERCORSI DI ARCHEOLOGIA FENICIO-PUNICA', 'ARCHEOMETRIA', 'Culture e società']
magistrale	ARCHITETTURA DEL PAESAGGIO	LM-3	['2243']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21968&paginaProvenienza=ricercaSemplice&cid=1137']	['ARCHITETTURA DEL PAESAGGIO', 'STORIA DELLA RAPPRESENTAZIONE DEL TERRITORIO E DEL PAESAGGIO', 'GIARDINI STORICI', 'PAESAGGI RURALI TRADIZIONALI E PATRIMONIO CULTURALE', 'ECOLOGIA DEL PAESAGGIO', 'ANALISI E VALUTAZIONE DEI PEDOPAESAGGI', 'PIANIFICAZIONE DEL PAESAGGIO', 'METODOLOGIE PER LA VALUTAZIONE DEL PAESAGGIO', "PIANTE ARBOREE ED ARBUSTIVE NELL'AMBIENTE URBANO", 'LABORATORIO DI PROGETTAZIONE ARCHITETTONICA', "TECNOLOGIE VERDI PER L'AMBIENTE URBANO", 'IDROLOGIA DELLE AREE VERDI', 'LABORATORIO DI PROGETTAZIONE DEGLI SPAZI APERTI', 'ALBERATE', 'FORESTA URBANA ED INFRASTRUTTURE VERDI', 'INFRASTRUTTURE ECOLOGICHE E DIVERSITÀ DEGLI ARTROPODI', 'LABORATORIO DI ARCHITETTURA DEL PAESAGGIO II', 'ARCHITETTURA TECNICA', 'DISEGNO', 'TASSONOMIA DELLE SPECIE VEGETALI', 'PRINCIPI DI AGROECOLOGIA', 'Scienze Agrarie, Alimentari e Forestali']
magistrale	ARCHITETTURA PER IL PROGETTO SOSTENIBILE DELL'ESISTENTE	LM-4	['2248']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21886&paginaProvenienza=ricercaSemplice&cid=1137']	['ARCHITETTURA PER IL PROGETTO SOSTENIBILE DELL’ESISTENTE', "ARCHITETTURA PER IL PROGETTO SOSTENIBILE DELL'ESISTENTE", 'LABORATORIO DI RILIEVO E RAPPRESENTAZIONE DIGITALE', 'LABORATORIO DI PROGETTAZIONE ARCHITETTONICA', 'LABORATORIO DI RECUPERO DELLE COSTRUZIONI', 'VALUTAZIONE ECONOMICA DEL PROGETTO SOSTENIBILE', 'STORIA DELLE TECNICHE COSTRUTTIVE', 'LAB. DI PROGETTAZIONE URBANA PER LA CITTÀ ECOLOGICA', 'DIRITTO URBANISTICO', 'LABORATORIO DI RESTAURO ARCHITETTONICO', 'LABORATORIO DI PROG. ARCH. NEL CONTESTO URBANO', 'EFFICIENZA ENERGETICA, ILLUMINAZIONE ED ACUSTICA', 'CONSOLIDAMENTO STRUTTURALE DEGLI EDIFICI', "DIAGNOSTICA E TERAPIE D'INTERVENTO", 'LAB. DI PROGETTAZIONE DEGLI SPAZI APERTI E CONDIVISI', 'LAB. DI PROGETTAZIONE DEGLI SPAZI MINIMI', 'Architettura']
magistrale	BIODIVERSITA' E BIOLOGIA AMBIENTALE	LM-6	['2196']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22727&paginaProvenienza=ricercaSemplice&cid=1137']	["BIODIVERSITA' E BIOLOGIA AMBIENTALE", 'SISTEMATICA E FILOGENESI ANIMALE', 'BIOLOGIA EVOLUTIVA', 'BIODIVERSITÀ VEGETALE E SALUTE', 'BIODIVERSITÀ ANIMALE E ANALISI MOLECOLARI', 'RISPOSTE ALLO STRESS NEGLI ORGANISMI ACQUATICI', 'ANALISI DEGLI ECOSISTEMI ACQUATICI', 'METODI DI CONSERVAZIONE EX SITU E IN SITU', 'METODI DI BIOMONITORAGGIO AMBIENTALE', 'ECOFISIOLOGIA DELLO STRESS', 'EVOLUZIONE E ADATTAMENTO', 'APPLICAZIONI DI GENETICA CON ESERCITAZIONI', 'APPLICAZIONI MOLECOLARI E OGM CON ESERCITAZIONI', "ANTROPOLOGIA ED EVOLUZIONE DELL'UOMO", 'VARIAZIONI CLIMATICHE E PALEOBIODIVERSITÀ', 'INDICATORI FAUNISTICI E VALUTAZIONE AMBIENTALE', 'ZOOLOGIA DEI VERTEBRATI', 'TOSSICOLOGIA DELLE MOLECOLE BIOATTIVE', 'Scienze e Tecnologie Biologiche, Chimiche e Farmaceutiche']
magistrale	BIOLOGIA MARINA	LM-6	['2105']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22746&paginaProvenienza=ricercaSemplice&cid=1137']	['BIOLOGIA MARINA', 'ECOLOGIA MARINA', "ECOLOGIA E TECNOLOGIA DELLA PESCA E DELL'ACQUACOLTURA", 'ZOOLOGIA MARINA APPLICATA', 'BIOLOGIA E SISTEMATICA DELLE ALGHE MARINE', 'CONSERVAZIONE MARINA E GESTIONE DELLA FASCIA COSTIERA', 'GEOLOGIA MARINA E SEDIMENTOLOGIA', 'BIOLOGIA ED ECOLOGIA DELLE FANEROGAME MARINE', 'VALUTAZIONE DI IMPATTO AMBIENTALE', 'ANALISI DEI SISTEMI ECOLOGICI', 'STATISTICA APPLICATA AI SISTEMI ECOLOGICI', 'USO SOSTENIBILE DELLE RISORSE BIOLOGICHE MARINE', 'MICROBIOLOGIA MARINA', 'Scienze della Terra e del Mare']
magistrale	BIOLOGIA MOLECOLARE E DELLA SALUTE	LM-6	['2195']	85 posti	BIOLOGIA DELLA SALUTE, BIOLOGIA MOLECOLARE	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22747&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22748&paginaProvenienza=ricercaSemplice&cid=1137']	['BIOLOGIA MOLECOLARE', 'BIOLOGIA MOLECOLARE E DELLA SALUTE', 'BIOLOGIA CELLULARE', 'METODOLOGIE BIOCHIMICHE', 'MECCANISMI BIOCHIMICI DELLE FUNZIONI CELLULARI', 'METODOLOGIE BIOMOLECOLARI E BIOINFORMATICHE', 'ELEMENTI DI BIOFISICA', 'MICROBIOLOGIA MOLECOLARE', 'METODOLOGIE GENETICHE', 'METODOLOGIE CITOGENETICHE ED EPIGENETICHE', 'GENETICA MOLECOLARE', 'GENOMICA FUNZIONALE', 'FISIOLOGIA MOLECOLARE', 'Scienze e Tecnologie Biologiche, Chimiche e Farmaceutiche']
magistrale	BIOTECNOLOGIE INDUSTRIALI BIOMOLECOLARI	LM-8	['2296']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22749&paginaProvenienza=ricercaSemplice&cid=1137']	['BIOTECNOLOGIE INDUSTRIALI BIOMOLECOLARI', 'BIOTECNOLOGIE CELLULARI', 'BIOLOGIA MOLECOLARE AVANZATA', 'BIOTECNOLOGIE MICROBICHE', 'MODELLI E METODI CHIMICO-FISICI PER I SISTEMI BIOLOGICI', 'BIOCHIMICA DEI TUMORI', 'BIOCHIMICA APPLICATA', 'SPETTROSCOPIA E BIOIMAGING', 'FONDAMENTI DI IMPIANTI BIOCHIMICI', 'BIOREATTORI', 'GENOMICA COMPUTAZIONALE', 'GENOMICA FUNZIONALE', 'STRATEGIE E SISTEMI IN CHIMICA ORGANICA PER IL DRUG DELIVERY', 'Scienze e Tecnologie Biologiche, Chimiche e Farmaceutiche']
magistrale	BIOTECNOLOGIE MEDICHE E MEDICINA MOLECOLARE	LM-9	['2011']	42 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22302&paginaProvenienza=ricercaSemplice&cid=1137']	['BIOTECNOLOGIE MEDICHE E MEDICINA MOLECOLARE', 'FONDAMENTI DI BIOINFORMATICA', 'METODOLOGIE PROTEOMICHE', 'BIOCHIMICA CELLULARE ED EPIGENETICA DELLE PATOLOGIE METABOLICHE', 'GENETICA MEDICA E FORENSE', 'EPIDEMIOLOGIA MOLECOLARE', 'GENETICA DELLE MALATTIE DEL SNC', 'NEUROBIOLOGIA MOLECOLARE', 'IMMUNOLOGIA MOLECOLARE', 'BIOTECNOLOGIE DIAGNOSTICHE E TERAPEUTICHE IN ONCOLOGIA MEDICA', 'TEORIA ED APPLICAZIONI DEI MODELLI CELLULARI', 'BIOCHIMICA CLINICA E BIOLOGIA MOLECOLARE CLINICA', 'BASI FISIOPATOLOGICHE DELLE PATOL.UMANE E APPL.CLINICHE DELLE BIOTECN.', 'BIOTECNOLOGIE DELLA RIPRODUZIONE UMANA', 'MICROBIOLOGIA CLINICA', 'BIOTECNOLOGIE NELLA SOSTITUZIONE DI ORGANI E TESSUTI', 'NANOTECNOLOGIE IN BIOMEDICINA', 'Biomedicina, Neuroscienze e Diagnostica avanzata']
magistrale	CHIMICA	LM-54	['2159']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22806&paginaProvenienza=ricercaSemplice&cid=1137']	['CHIMICA', 'SPETTROSCOPIA ORGANICA', 'CHIMICA INORGANICA SUPERIORE', 'VALIDAZIONE DEL DATO ANALITICO E CHEMIOMETRIA', 'CHIMICA TEORICA E COMPUTAZIONALE', 'CHIMICA SUPRAMOLECOLARE', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali IV', 'Gruppo di attiv. form. opzionali V', 'METODOLOGIE INNOVATIVE IN CHIMICA ORGANICA', 'SINTESI SPECIALI ORGANICHE E LABORATORIO', 'CHIMICA DEI MATERIALI ORGANICI', 'CHIMICA DELLO STATO SOLIDO E DEI MATERIALI INORGANICI', 'CHIMICA DI COORDINAZIONE E BIOINORGANICA', 'PREPARAZIONE E CARATTERIZZAZIONE DEI MATERIALI', 'GREEN CHEMISTRY', 'CONCETTI FONDANTI DELLA CHIMICA E LORO TRASPOSIZIONE DIDATTICA', "METODI PER L'INSEGNAMENTO E PER L'APPRENDIMENTO DELLA CHIMICA", 'BIOSENSORI E METODI ANALITICI AVANZATI CON LABORATORIO', 'CHIMICA FISICA DELLE INTERFASI', 'CHIMICA FISICA DEI MATERIALI', 'METODOLOGIE E STRUMENTI IN DIDATTICA DELLA CHIMICA', "CHIMICA DELL' AMBIENTE E DEI BENI CULTURALI", 'SOSTANZE NATURALI', 'Fisica e Chimica - Emilio Segrè']
magistrale	COMUNICAZIONE DEL PATRIMONIO CULTURALE	LM-92	['2215']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22628&paginaProvenienza=ricercaSemplice&cid=1137']	['COMUNICAZIONE DEL PATRIMONIO CULTURALE', 'COMUNICAZIONE LETTERARIA', 'SEMIOTICA DEL PATRIMONIO CULTURALE', 'ANTROPOLOGIA DEL PATRIMONIO CULTURALE', "FILOSOFIA DELL'ESPERIENZA", 'Gruppo di attiv. form. opzionali II', 'CULTURA VISUALE', 'SEMIOTICA DEGLI SPAZI ESPOSITIVI', "MANAGEMENT DEL PATRIMONIO CULTURALE E DELL'ENOGASTRONOMIA", 'TECNOLOGIE IMMERSIVE PER IL PATRIMONIO CULTURALE', 'Gruppo di attiv. form. opzionali III', 'PROGETTAZIONE COMUNICATIVA', 'TEORIA E TECNICHE DEL LINGUAGGIO AUDIOVISIVO', 'LABORATORIO DI SCIENZE SOCIALI COMPUTAZIONALI', 'LABORATORIO DI VIRTUAL ARCHAEOLOGY', "LABORATORIO DI TEORIE E TECNICHE DEL SONDAGGIO D'OPINIONE", 'LABORATORIO DI DIGITALIZZAZIONE DEL PATRIMONIO CULTURALE', 'LABORATORIO DI EXHIBIT DESIGN', 'MODULO 2', 'MODULO 1', 'STORIA DEL DIBATTITO PUBBLICO FILOSOFICO', 'PATRIMONIO CULTURALE DEL MONDO ARABO-ISLAMICO', 'FILOLOGIA DIGITALE', 'ARCHEOLOGIA E TOPOGRAFIA DEL PAESAGGIO', 'LEGISLAZIONE DEI BENI CULTURALI', 'TEORIA DELLA TRADUZIONE', 'TEORIA E TECNICHE DELLA SERIALITÀ', 'LINGUISTICA CONTRASTIVA', "TEORIE DELL'INTERCULTURALITÀ", "TEORIA E STORIA DELLA CRITICA D'ARTE", 'STORIA DELLE MOSTRE E PRATICHE CURATORIALI', "ECONOMIA DELL'INDUSTRIA CULTURALE", 'ARCHEOLOGIA DEI PAESI DEL MEDITERRANEO', 'STORIA DELLE ISTITUZIONI EUROPEE', 'Culture e società']
