tipologia_corso	denominazione	classe_laurea	codice	accesso	curriculum	link	keywords
magistrale	SCIENZE DELL'ALIMENTAZIONE E DELLA NUTRIZIONE UMANA	LM-61	['2245']	28 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22807&paginaProvenienza=ricercaSemplice&cid=1137']	["SCIENZE DELL'ALIMENTAZIONE E DELLA NUTRIZIONE UMANA", 'BIOCHIMICA DELLA NUTRIZIONE', 'NUTRIGENOMICA', 'IGIENE PREVENZIONE E SICUREZZA ALIMENTARE', 'CHIMICA ORGANICA DEGLI ALIMENTI', 'CHIMICA DEGLI ALIMENTI', 'SCIENZE E TECNOLOGIE ALIMENTARI', "PATOLOGIA DELL'APPARATO GASTROINTESTINALE", "FISIOLOGIA DELL'APPARATO GASTROINTESTINALE", 'FARMACOLOGIA E NUTRIZIONE', 'GASTROENTEROLOGIA', 'PSICOLOGIA DEI DISTURBI DEL COMPORTAMENTO ALIMENTARE', 'ENDOCRINOLOGIA', 'VALUTAZIONE DELLO STATO DI NUTRIZIONE,PRINCIPI DI DIETA E DIETOTERAPIA', 'SCIENZE TECNICHE DIETETICHE APPLICATE', 'Scienze e Tecnologie Biologiche, Chimiche e Farmaceutiche']
magistrale	SCIENZE DELL'ANTICHITA'	LM-15	['2057']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21615&paginaProvenienza=ricercaSemplice&cid=1137']	["SCIENZE DELL'ANTICHITÀ", "SCIENZE DELL'ANTICHITA'", 'LINGUA E LETTERATURA LATINA (SEMINARIO)', 'STORIA E STORIOGRAFIA GRECA (SEMINARIO)', 'LINGUA E LETTERATURA GRECA (SEMINARIO)', 'Gruppo di attiv. form. opzionali II', 'STORIA ROMANA ED EPIGRAFIA (SEMINARIO)', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali IV', 'FILOLOGIA GRECA MEDIOEVALE E MODERNA', 'STORIA DEL PENSIERO EBRAICO', "LINGUA E CIVILTA' GRECA", 'DIDATTICA DEL LATINO', "ARCHEOLOGIA E STORIA DELL'ARTE GRECA E ROMANA", 'LINGUISTICA INDO-EUROPEA', 'TOPOGRAFIA E URBANISTICA DEL MONDO ANTICO', "MODELLI DELL'ANALISI LINGUISTICA", "CIVILTA' BIZANTINA", 'FILOSOFIA ANTICA', 'ECDOTICA E INTERPRETAZIONE DEI TESTI GRECI E LATINI', 'LETTERATURA LATINA MEDIEVALE E UMANISTICA', 'METRICA GRECA E LATINA', "FORTUNA DELL'ARTE CLASSICA", 'RELIGIONE E SOCIETÀ DELLA GRECIA ANTICA', 'NUMISMATICA GRECA E ROMANA', "LINGUA E CIVILTA' LATINA", 'EPIGRAFIA GRECA', 'DIDATTICA E STORIA DELLA LINGUA GRECA', 'IL TEATRO COMICO', 'IL TEATRO TRAGICO', 'RETORICA LATINA', 'STORIA DELLA SICILIA GRECA', 'FORME DEL PENSIERO TECNICO DALLA GRECIA ANTICA AD OGGI', 'Culture e società']
magistrale	SCIENZE DELLA NATURA	LM-60	['2056']	Accesso libero	DIDATTICA DELLE SCIENZE NATURALI, VULNERABILITÀ DELLA NATURA E SOSTENIBILITÀ	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22786&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22787&paginaProvenienza=ricercaSemplice&cid=1137']	['VULNERABILITÀ DELLA NATURA E SOSTENIBILITÀ', 'SCIENZE DELLA NATURA', 'STATISTICA APPLICATA ALLA RICERCA SCIENTIFICA', 'ZOOGEOGRAFIA', 'GEOBOTANICA', 'CLIMATE CHANGE E RISCHIO VULCANICO', 'APPLICAZIONI DI ENTOMOLOGIA', 'APPLICAZIONI DI ZOOLOGIA', 'APPLICAZIONI DI ECOLOGIA', 'BIOLOGIA E BIODIVERSITÀ UMANA', 'PALEONTOLOGIA APPLICATA', 'SERVIZI ECOSISTEMICI DEI SUOLI', 'GEOMICROBIOLOGIA', 'CICLI BIOGEOCHIMICI', 'GEORISORSE', 'GEORISCHI', 'VULNERABILITÀ DEI SISTEMI NATURALI', 'Scienze della Terra e del Mare']
magistrale	SCIENZE DELLE AMMINISTRAZIONI E DELLE ORGANIZZAZIONI COMPLESSE	LM-63	['2163']	Accesso libero	COMPLIANCE, SVILUPPO AZIENDALE E PREVENZIONE DEL CRIMINE, PUBLIC MANAGEMENT	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22907&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22906&paginaProvenienza=ricercaSemplice&cid=1137']	['PUBLIC MANAGEMENT', 'SCIENZE DELLE AMMINISTRAZIONI E DELLE ORGANIZZAZIONI COMPLESSE', 'INTERNATIONAL TRADE LAW', 'COMPETITION LAW', 'TRANSNATIONAL CRIMINAL JUSTICE', 'ECONOMICS OF CULTURAL MARKETS', 'DYNAMIC PERFORMANCE MANAGEMENT FOR PUBLIC SECTOR ORGANIZATIONS', 'DYNAMIC PERFORMANCE MANAGEMENT', 'DYNAMIC PERFORMANCE GOVERNANCE', 'HUMAN NATURE IN ECONOMICS AND POLITICS', 'MODELS AND TECHNIQUES FOR HUMAN RESOURCES ASSESSMENT AND DEVELOPMENT', 'LABOUR LAW AND INDUSTRIAL RELATIONS IN THE PUBLIC SECTOR', 'GLOBAL POLITICS', 'Scienze Politiche e delle Relazioni Internazionali']
magistrale	SCIENZE DELLE PRODUZIONI E DELLE TECNOLOGIE AGRARIE	LM-69	['2059']	Accesso libero	AGROECOLOGIA RURALE E URBANA, PRODUZIONI VEGETALI	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21970&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21969&paginaProvenienza=ricercaSemplice&cid=1137']	['PRODUZIONI VEGETALI', 'SCIENZE DELLE PRODUZIONI E DELLE TECNOLOGIE AGRARIE', 'POLITICA E MARKETING DEL SISTEMA AGROALIMENTARE', 'AGRUMICOLTURA', 'OLIVICOLTURA', 'VITICOLTURA', 'PRODUZIONI E TECNOLOGIE DELLE SEMENTI', 'MIGLIORAMENTO GENETICO DELLE SPECIE AGRARIE', 'COLTURE ERBACEE INDUSTRIALI E OFFICINALI', 'FRUTTICOLTURA', 'IRRIGAZIONE E DRENAGGIO', "MACCHINE E IMPIANTI PER L'AGRICOLTURA", 'SISTEMI ORTICOLI', 'FLORICOLTURA', 'CONTROLLO INTEGRATO DELLE FITOPATIE', 'ACAROLOGIA E DIFESA INTEGRATA', 'Scienze Agrarie, Alimentari e Forestali']
magistrale	SCIENZE DELLE PROFESSIONI SANITARIE DELLA PREVENZIONE	LM/SNT4	['2282']	30 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22266&paginaProvenienza=ricercaSemplice&cid=1137']	['LM/SNT4 - SCIENZE DELLE PROFESSIONI SANITARIE DELLA PREVENZIONE', 'SCIENZE DELLE PROFESSIONI SANITARIE DELLA PREVENZIONE', 'TOSSICOLOGIA GENERALE', 'APPLICAZIONE DELLA RISK ANALYSIS NEI LUOGHI DI LAVORO', 'BIOCHIMICA CLINICA', 'DIRITTO AMMINISTRATIVO', 'DIRITTO DEL LAVORO', 'PROGRAMMAZIONE E CONTROLLO NELLE AZIENDE SANITARIE', 'TIROCINIO', 'SOCIOLOGIA DELLA SALUTE', 'ANTROPOLOGIA MEDICA E DELLE PROFESSIONI SANITARIE', 'STATISTICA APPLICATA ALLA VALUTAZIONE IN SANITÀ', 'GESTIONE DI DATI, BIG DATA E CENNI DI INFORMATICA', 'RICERCA CLINICA ED EBM', 'SALUTE E SORVEGLIANZA AMBIENTALE', 'ANALISI DEI BISOGNI SANITARI', 'ELEMENTI DI PREVENZIONE PRIMARIA E SECONDARIA IN SANITÀ PUBBLICA', 'SCIENZE INFERMIERISTICHE', 'SORVEGLIANZA SANITARIA DEI LAVORATORI E RISCHI OCCUPAZIONALI', 'ORGANIZZAZIONE E GESTIONE DEI SERVIZI SANITARI', 'SCIENZE DELLA PREVENZIONE APPLICATA ALLA SANITÀ', 'FORMAZIONE IN SANITÀ', 'GESTIONE EMERGENZE SANITARIE', 'METODOLOGIE VALUTATIVE IN AMBITO SANITARIO', 'Promozione della Salute, Materno-Infantile, di Medicina Interna e Specialistica di Eccellenza “G. D’Alessandro”']
magistrale	SCIENZE DELLE PROFESSIONI SANITARIE TECNICHE DIAGNOSTICHE	LM/SNT3	['2155']	30 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22288&paginaProvenienza=ricercaSemplice&cid=1137']	['SCIENZE DELLE PROFESSIONI SANITARIE TECNICHE DIAGNOSTICHE', 'ECONOMIA E GESTIONE DELLE IMPRESE', 'ECONOMIA ED ORGANIZZAZIONE AZIENDALE', 'SOCIOLOGIA DEI PROCESSI CULTURALI E COMUNICATIVI IN AMBITO LAVORATIVO', 'PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI', 'STATISTICA PER EPIDEMIOLOGIA E RICERCA', 'IGIENE GENERALE E APPLICATA', 'BIOETICA', 'FORMAZIONE NELL’ACCREDITAMENTO E VALUTAZIONE IN SANITÀ', 'BASI METODOLOGICHE PER LA FORMAZIONE CONTINUA IN SANITÀ', 'METODOLOGIA DELLA RICERCA IN AMBITO SANITARIO', 'SISTEMI DELLE ELABORAZIONI DELLE INFORMAZIONI', 'TECNOLOGIA DELLA RICERCA SCIENTIFICA', 'DIRITTO DEL LAVORO NELL’UNIONE EUROPEA', 'MEDICINA LEGALE E RESPONSABILITÀ PROFESSIONALE', 'TIROCINIO', 'FISICA APPLICATA', 'DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA', 'MODELLI ORGANIZZATIVI E GESTIONALI DEI SERVIZI TECNICO DIAGNOSTICI', 'MICROBIOLOGIA CLINICA', 'BIOCHIMICA CLINICA', 'HEALTH TECHNOLOGY ASSESSMENT', 'SCIENZE OMICHE NELLA DIAGNOSTICA', 'AUDIOLOGIA', 'SCIENZE TECNICHE DIETETICHE APPLICATE', 'ONCOLOGIA  MEDICA', 'GESTIONE DEL RISCHIO CLINICO', 'Biomedicina, Neuroscienze e Diagnostica avanzata']
magistrale	SCIENZE E TECNICHE DELLE ATTIVITÀ MOTORIE PREVENTIVE E ADATTATE E DELLE ATTIVITÀ SPORTIVE	LM-67, LM-68	['2144', '2145']	Accesso libero	SCIENZE E TECNICHE DELLE ATTIVITA' MOTORIE PREVENTIVE ED ADATTATE (LM-67), SCIENZE E TECNICHE DELLE ATTIVITA' MOTORIE PREVENTIVE ED ADATTATE (LM-68), SCIENZE E TECNICHE DELLE ATTIVITA' SPORTIVE (LM-67), SCIENZE E TECNICHE DELLE ATTIVITA' SPORTIVE (LM-68)	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22626&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22627&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22609&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22610&paginaProvenienza=ricercaSemplice&cid=1137']	["SCIENZE E TECNICHE DELLE ATTIVITA' SPORTIVE (LM-68)", 'SCIENZE E TECNICHE DELLE ATTIVITÀ MOTORIE PREVENTIVE E ADATTATE E DELLE ATTIVITÀ SPORTIVE', 'MEDICINA DELLO SPORT', 'FISIOLOGIA ARTICOLARE ED ANALISI FUNZIONALE DEL MOVIMENTO', 'ANATOMIA UMANA APPLICATA ALLA PRESTAZIONE SPORTIVA', "METOD. E PROGR. DELL'ALLENAMENTO NELLE DISCIPLINE DEL FITNESS", 'METODOL. E PROGETTAZ. DELLA VALUTAZ. FUNZ. E  DELLA RIC. IN AMB. SPORT', 'BIOCHIMICA APPLICATA ALLO SPORT', 'FISIOLOGIA APPLICATA ALLO SPORT', "SCIENZA E TECNICA DELL'ATTIVITA' MOTORIA E SPORTIVA ADATTATA", 'MALATTIE APPARATO LOCOMOTORE E LORO DIAGNOSTICA PER IMMAGINI', "PSICOLOGIA DELLO SVILUPPO E DELL'EDUCAZIONE APPL. ALL'ESERCIZIO FISICO", 'SOCIOLOGIA DEI PROCESSI CULTURALI E COMUNICATIVI NELLO SPORT', 'PSICOLOGIA DEI PROCESSI COMUNICATIVI NELLO SPORT', 'TEORIA, TECN. E DID. ATT. SPORTIVE ACQUATICHE IN AMB. SCOL E EXTRASCOL', "TEORIA, TECNICA, DIDATTICA DELL'ATLETICA LEGGERA IN AMBITO SCOLATICO", 'METOD. E PROGRAMMAZIONE DEI GIOCHI SPORTIVI IN AMBITO SCOLASTICO', 'Scienze Psicologiche, Pedagogiche, dell’Esercizio Fisico e della Formazione']
magistrale	SCIENZE E TECNOLOGIE AGROINGEGNERISTICHE E FORESTALI	LM-69, LM-73	['2259', '2260']	Accesso libero	SCIENZE E TECNOLOGIE AGROINGEGNERISTICHE CLASSE (LM-69), SCIENZE E TECNOLOGIE AGROINGEGNERISTICHE CLASSE (LM-73), SCIENZE E TECNOLOGIE FORESTALI (LM-69), SCIENZE E TECNOLOGIE FORESTALI (LM-73)	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21971&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21972&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21973&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21974&paginaProvenienza=ricercaSemplice&cid=1137']	['SCIENZE E TECNOLOGIE FORESTALI (LM-73)', 'SCIENZE E TECNOLOGIE AGROINGEGNERISTICHE E FORESTALI', 'MICROBIOLOGIA AGRO-AMBIENTALE', 'GEOBOTANICA FORESTALE', 'TELERILEVAMENTO E SISTEMI INFORMATIVI TERRITORIALI', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali IV', 'TECNOLOGIA DEL LEGNO E UTILIZZAZIONI FORESTALI', 'VIVAISTICA FORESTALE', 'SELVICOLTURA SPECIALE', 'EROSIONE E CONSERVAZIONE DEL SUOLO', 'RIASSETTO IDRAULICO DEL TERRITORIO', 'PIANIFICAZIONE FORESTALE ED ANTINCENDIO', "TECNICHE AGRONOMICHE DELL'IRRIGAZIONE E FITODEPURAZIONE", 'ALPICOLTURA SPECIALE', 'CONTROLLO DEGLI ARTROPODI AGRARI E INDICATORI FAUNISTICI', 'CONTROLLO DEGLI ARTROPODI FORESTALI E PIANIFICAZIONE FAUNISTICA', 'INDICATORI DELLA QUALITÀ DEL SUOLO', 'PEDOLOGIA AGRARIA', 'VALUTAZIONE DEI SUOLI', 'RECUPERO DELLE AREE DEGRADATE', "ORGANIZZAZIONE E GESTIONE STRATEGICA DELL'IMPRESA AGRO-FORESTALE", 'LABORATORIO DI ESTIMO FORESTALE', 'LABORATORIO DI ESTIMO RURALE', 'POLITICA AGRICOLA DELLA U.E.', 'Scienze Agrarie, Alimentari e Forestali']
magistrale	SCIENZE E TECNOLOGIE PER LA DIFESA E LA CONSERVAZIONE DEL SUOLO	LM-69	['2294']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22146&paginaProvenienza=ricercaSemplice&cid=1137']	['SCIENZE E TECNOLOGIE PER LA DIFESA E LA CONSERVAZIONE DEL SUOLO', 'BOTANICA APPLICATA ALLA DIFESA DEL SUOLO', 'TECNOLOGIE PER LA CONSERVAZIONE E PROTEZIONE DEL SUOLO', 'PROCESSI DI ALTERAZIONE DEL SUOLO', 'TECNICHE DI VALUTAZIONE AMBIENTALE', 'ELEMENTI DI LEGISLAZIONE AMBIENTALE', 'IDROLOGIA E QUALITÀ FISICA DEI SUOLI CON LABORATORIO', 'TELERILEVAMENTO E SISTEMI INFORMATIVI TERRITORIALI', 'RILEVAMENTO DEL TERRITORIO', 'RILEVAMENTO PEDOLOGICO E VALUTAZIONE DEI SUOLI', 'MICROBIOLOGIA DEI SUOLI CON LABORATORIO', 'EROSIONE E CONSERVAZIONE DEL SUOLO', 'PERICOLOSITÀ GEOMORFOLOGICA', 'TECNICHE AGRONOMICHE DI CONSERVAZIONE DEL SUOLO', 'PREVENZIONE DEGLI INCENDI E RIPRISTINO DELLE AREE PERCORSE DA FUOCO', "SPECIE LEGNOSE PER L'AMBIENTE MEDITERRANEO", 'Scienze Agrarie, Alimentari e Forestali']
magistrale	SCIENZE ECONOMICHE E FINANZIARIE	LM-56	['2063']	Accesso libero	ECONOMIA DELLO SVILUPPO SOSTENIBILE, DEL TERRITORIO E DEL TURISMO, ECONOMIA PER LE AMMINISTRAZIONI PUBBLICHE E LE ISTITUZIONI INTERNAZIONALI, ECONOMIC AND FINANCIAL ANALYSIS	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22076&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22077&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22078&paginaProvenienza=ricercaSemplice&cid=1137']	['ECONOMIC AND FINANCIAL ANALYSIS', 'SCIENZE ECONOMICHE E FINANZIARIE', 'PUBLIC ECONOMICS', 'PROBABILITY AND STOCHASTIC PROCESSES', 'INTERNATIONAL, EU AND COMPARATIVE LABOUR LAW', 'MATHEMATICS FOR ECONOMICS AND FINANCE', 'CORPORATE STRATEGY', 'TOPICS IN ECONOMIC POLICY', 'ADVANCED FINANCE', 'ADVANCED MICROECONOMICS', 'RISK MANAGEMENT', 'INDUSTRIAL ORGANIZATION', 'TOPICS IN MACRO AND FINANCIAL ECONOMETRICS', 'INTERNATIONAL ECONOMICS', 'Scienze Economiche, Aziendali e Statistiche']
magistrale	SCIENZE ECONOMICO-AZIENDALI	LM-77	['2064']	Accesso libero	AMMINISTRAZIONE E CONTROLLO AZIENDALE, ENTREPRENEURSHIP AND MANAGEMENT, GOVERNO STRATEGICO DEI SISTEMI AZIENDALI	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22079&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22087&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22086&paginaProvenienza=ricercaSemplice&cid=1137']	['GOVERNO STRATEGICO DEI SISTEMI AZIENDALI', 'SCIENZE ECONOMICO-AZIENDALI', 'ECONOMIA DELLE AZIENDE PUBBLICHE', 'ECONOMIA E GESTIONE IMPR.COMMERCIALI', 'METODI STATISTICI PER LE DECISIONI AZIENDALI', 'TECNICA DOGANALE E DEL COMMERCIO INTERNAZIONALE', 'MERCATI FINANZIARI', 'ASSICURAZIONI E BANCHE', 'STRATEGIE E POLITICHE AZIENDALI', 'SISTEMI DI PIANIFICAZIONE E CONTROLLO PARTE APPLICATA', 'SISTEMI DI PIANIFICAZIONE E CONTROLLO PARTE GENERALE', "ECONOMIA DELL'INNOVAZIONE", 'ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE', 'STATISTICA ECONOMICA E AZIENDALE', 'CONTROLLO DELLA QUALITÀ', 'ECONOMIA DELLE FORME DI MERCATO', 'Scienze Economiche, Aziendali e Statistiche']
magistrale	SCIENZE FILOSOFICHE E STORICHE	LM-78	['2207']	Accesso libero	CRITICA DEI SAPERI STORICI, FILOSOFIA	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21685&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21686&paginaProvenienza=ricercaSemplice&cid=1137']	['FILOSOFIA', 'SCIENZE FILOSOFICHE E STORICHE', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali VI', 'Gruppo di attiv. form. opzionali IV', 'Gruppo di attiv. form. opzionali VIII', 'FILOSOFIA DELLA SCIENZA', 'METAFISICA', 'ESTETICA CONTEMPORANEA', 'GLOBAL PHILOSOPHY', 'FILOSOFIA ANTICA', "FILOSOFIE DELL'ETÀ CONTEMPORANEA", 'FILOSOFIA TEORETICA', 'FILOSOFIA DELLE PRATICHE VERBALI', 'ETICA', 'LINGUAGGI E GRAMMATICHE DEL POTERE', 'STORIA DELLA FILOSOFIA MEDIEVALE EBRAICA', 'FILOSOFIA DELLE RELIGIONI (LIVELLO AVANZATO)', 'PHILOSOPHY OF SOCIAL SCIENCES', 'INTELLIGENZA ARTIFICIALE (LIVELLO AVANZATO)', 'FILOSOFIA DEL DIRITTO', 'PEDAGOGIA GENERALE (LIVELLO AVANZATO)', 'FILOSOFIA DEL LINGUAGGIO E DELLA MENTE', 'ANTROPOLOGIA FILOSOFICA', 'DIDATTICA DELLA FILOSOFIA - MODULO B', 'DIDATTICA DELLA FILOSOFIA - MODULO A', 'EPISTEMOLOGIA E FILOSOFIA ANALITICA', 'FILOSOFIA DELLA MATEMATICA', 'EPISTEMOLOGIA DEL LINGUAGGIO', 'ERMENEUTICA CONTEMPORANEA', 'STORIA DEL PENSIERO FILOSOFICO E SCIENTIFICO NELLA MODERNITÀ', 'STORIA SOCIALE E POLITICA DELLA GRECIA ANTICA', 'POLITICA E CONFLITTI (SEC. XVIII-XX)', 'STORIA DEI PROCESSI DI DEMOCRATIZZAZIONE', 'STORIA SOCIALE E POLITICA DI ROMA ANTICA', 'Scienze Umanistiche']
magistrale	SCIENZE INFERMIERISTICHE E OSTETRICHE	LM/SNT1	['2153']	46 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22287&paginaProvenienza=ricercaSemplice&cid=1137']	['SCIENZE INFERMIERISTICHE E OSTETRICHE', "COMPLESSITA' ASSISTENZIALE IN GINECOLOGIA ED OSTETRICIA", 'CLINICA DEL PAZIENTE COMPLESSO E SUE COMPLICANZE', 'CLINICA OSTETRICA E GINECOLOGICA', 'PATOLOGIA CLINICA', 'METODI DELLA RICERCA INFERMIERISTICA ED OSTETRICA', 'METODI QUANTITATIVI PER LA RICERCA IN AMBITO BIOMEDICO', 'IGIENE E MEDICINA E PREVENTIVA', 'FARMACOEPIDEMIOLOGIA', 'CREAZIONE E GESTIONE DATA-BASE SANITARI', 'ORGANIZZAZIONE AZIENDALE', 'ECONOMIA AZIENDALE', 'PSICOLOGIA SOCIALE', 'MEDICINA LEGALE', 'ISTITUZIONI DI DIRITTO PUBBLICO', 'MEDICINA DEL LAVORO', 'TIROCINIO', 'SOCIOLOGIA DEI PROCESSI CULTURALI E COMUNICATIVI', 'NURSING TRANS-CULTURALE', "COMPLESSITA' ASSISTENZIALE IN INFERMIERISTICA", "COMPLESSITA' CLINICO-ASSISTENZIALE IN PEDIATRIA", "COMPLESSITA' CLINICO-ASSISTENZIALE IN CHIRURGIA GENERALE E D'URGENZA", "COMPLESSITA' CLINICO-ASSISTENZIALE IN NEUROLOGIA", 'PIANIFICAZIONE E GESTIONE DELLE RISORSE UMANE', "QUALITA' E RISK MANAGEMENT NELLA SANITA'", 'Promozione della Salute, Materno-Infantile, di Medicina Interna e Specialistica di Eccellenza “G. D’Alessandro”']
